trust_score,label,user_id
0.8334164136490211,1,user12
0.7621709406220477,1,user12
0.6918072022151734,1,user12
0.7685956143595447,1,user12
0.7785778511201923,1,user12
0.7684303973890914,1,user12
0.8249068529485931,1,user12
0.4263425823679192,0,user12
0.8207578050084389,1,user12
0.595888170751462,1,user12
0.30121459682047325,0,user12
0.3619651976347303,1,user12
0.6479840548784853,0,user12
0.637390679704759,1,user12
0.7335829981005761,1,user12
0.7207390510049013,1,user12
0.5402041869936075,1,user12
0.32934906730873176,1,user12
0.44511863497618004,1,user12
0.6526458894752392,1,user12
0.4958213730789168,0,user12
0.7576877243768676,1,user12
0.8620777883363305,1,user12
0.7842767547936762,1,user12
0.8110504939082382,1,user12
0.802550673659944,1,user12
0.9355025018474659,1,user12
0.8336496312527127,1,user12
0.500192059213526,0,user12
0.7412077590576437,1,user12
0.8650749442575567,1,user12
0.41663513229214066,1,user12
0.7746111967665327,1,user12
0.7705639111955287,1,user12
0.725342226683377,1,user12
0.6913305858607526,1,user12
0.6756094773950987,1,user12
0.6889848577526426,1,user12
0.7951810079247154,1,user12
0.525500952309839,1,user12
0.33358156480892465,0,user12
0.45093558692855545,0,user12
0.7311855595456646,0,user12
0.7727255169003476,1,user12
0.8352744321711998,1,user12
0.6840220944018478,1,user12
0.7744821731303809,1,user12
0.7094546492031153,1,user12
0.6929725072326175,1,user12
0.7191850211303835,1,user12
0.7056379928466583,1,user12
0.7412365269281661,1,user12
0.6468691161449245,1,user12
0.8597027898715237,1,user12
0.8123669173430328,1,user12
0.7905658959251578,1,user12
0.8132931281254575,1,user12
0.6905461639202564,0,user12
0.6035085824634364,1,user12
0.6395585336672022,1,user12
0.8195816349743241,1,user12
0.7312587900630309,1,user12
0.7141958855768984,1,user12
0.7382220138281982,1,user12
0.8409852274334477,1,user12
0.7087404407108003,1,user12
0.9562317714270946,1,user12
0.7880254504842686,1,user12
0.7462116945825884,0,user12
0.7906694037698251,1,user12
0.729859782425237,1,user12
0.7354006376398846,1,user12
0.7402232842820915,1,user12
0.7491435487106883,1,user12
0.7389533351718164,1,user12
0.6931446280357824,1,user12
0.7319609786926371,1,user12
0.7101541069298912,1,user12
0.7212841128296287,1,user12
0.5933544610219718,1,user12
0.9015943608543531,1,user12
0.7044442586494954,1,user12
0.6923886028241723,1,user12
0.8482865778655043,0,user12
0.5397090385081879,1,user12
0.2633133114204156,1,user12
0.4470178709961573,1,user12
0.6678346851630669,1,user12
0.473676240070348,0,user12
0.6839355082139239,1,user12
0.6654639806480361,1,user12
0.8207591096032886,1,user12
0.8429095623682725,1,user12
0.7862059458737766,1,user12
0.6939559910610011,1,user12
