label,score,user_id
1,-0.4415135085582733,s002
1,-0.31655892729759216,s002
1,-0.4898923337459564,s002
1,-0.5411933660507202,s002
1,-1.12766432762146,s002
1,-1.265977382659912,s002
1,-0.28643226623535156,s002
1,-0.5336256623268127,s002
1,-0.5728119611740112,s002
1,-0.09022584557533264,s002
1,-3.0533506870269775,s002
1,-0.13834232091903687,s002
1,-0.3807581663131714,s002
1,-0.2758136987686157,s002
1,-0.6049914360046387,s002
1,-0.15303969383239746,s002
1,-0.4763162434101105,s002
1,-2.9954469203948975,s002
1,-2.126610279083252,s002
1,-0.13065911829471588,s002
1,-0.49275222420692444,s002
1,-0.37304070591926575,s002
1,-0.335981547832489,s002
1,-0.15664829313755035,s002
1,-0.20565742254257202,s002
1,-0.9390819072723389,s002
1,-0.14861315488815308,s002
1,-0.6462728977203369,s002
1,-0.29763472080230713,s002
1,-3.705017566680908,s002
1,-0.2760655879974365,s002
1,-0.13354744017124176,s002
1,-0.32715892791748047,s002
1,-0.11798039078712463,s002
1,-0.40538203716278076,s002
1,-1.5442527532577515,s002
1,-0.09164658933877945,s002
1,-0.34216487407684326,s002
1,-1.6980090141296387,s002
1,-0.5013034343719482,s002
1,-0.8202210068702698,s002
1,-0.15103714168071747,s002
1,-4.01888370513916,s002
1,-0.37530553340911865,s002
1,-0.15301257371902466,s002
1,-1.1780757904052734,s002
1,-0.35715988278388977,s002
1,-0.16263408958911896,s002
1,-0.19765885174274445,s002
1,-0.20143218338489532,s002
1,-0.2775971293449402,s002
1,-0.17599599063396454,s002
1,-0.4173124134540558,s002
1,-0.3006369471549988,s002
1,-0.1736452728509903,s002
1,-0.12121105194091797,s002
1,-0.533620297908783,s002
1,-0.15992993116378784,s002
1,-0.41046637296676636,s002
1,-0.250542551279068,s002
1,-0.7301902174949646,s002
1,-0.1970403790473938,s002
1,-0.17307668924331665,s002
1,-0.20237451791763306,s002
1,-0.18935108184814453,s002
1,-1.438088059425354,s002
1,-0.056419737637043,s002
1,-1.1780712604522705,s002
1,-0.06689132750034332,s002
1,-0.2263195514678955,s002
1,-0.30838415026664734,s002
1,-0.16593122482299805,s002
1,-1.7958234548568726,s002
1,-0.6342788934707642,s002
1,-0.14194823801517487,s002
1,-0.07993882894515991,s002
1,-2.8896758556365967,s002
1,-0.27853772044181824,s002
1,-0.458575576543808,s002
1,-0.2114391326904297,s002
0,-0.5372633337974548,s002
0,-0.954387366771698,s002
0,-21.400304794311523,s002
0,-0.8158615827560425,s002
0,-1.8928790092468262,s002
0,-2.7388429641723633,s002
0,-1.472325086593628,s002
0,-1.0517499446868896,s002
0,-0.9985823035240173,s002
0,-0.5749847888946533,s002
0,-0.27267104387283325,s002
0,-1.151483178138733,s002
0,-0.2831341326236725,s002
0,-6.949403762817383,s002
0,-0.4164617657661438,s002
0,-1.2047394514083862,s002
0,-0.475360244512558,s002
0,-1.4938209056854248,s002
0,-0.9177334904670715,s002
0,-1.0221623182296753,s002
0,-7.064397811889648,s002
0,-0.5113162994384766,s002
0,-0.6682687997817993,s002
0,-1.0666753053665161,s002
0,-0.4546622633934021,s002
0,-1.2522313594818115,s002
0,-1.3151129484176636,s002
