label,score,user_id
1,-0.014082195237278938,s002
1,-0.012068984098732471,s002
1,-0.0057424139231443405,s002
1,-0.0036728596314787865,s002
1,-0.01606854423880577,s002
1,-0.013976886868476868,s002
1,-0.004924905486404896,s002
1,-0.026713406667113304,s002
1,-0.02908364310860634,s002
1,-0.006008641794323921,s002
1,-0.010554800741374493,s002
1,-0.006940224673599005,s002
1,-0.006334260571748018,s002
1,-0.023718731477856636,s002
1,-0.021078232675790787,s002
1,-0.01472752820700407,s002
1,-0.005175437778234482,s002
1,-0.008385874330997467,s002
1,-0.017765121534466743,s002
1,-0.03791888803243637,s002
1,-0.009459107182919979,s002
1,-0.005198282189667225,s002
1,-0.008286263793706894,s002
1,-0.010714057832956314,s002
1,-0.017891742289066315,s002
1,-0.010831539519131184,s002
1,-0.02649039216339588,s002
1,-0.008200064301490784,s002
1,-0.01260436326265335,s002
1,-0.015764877200126648,s002
1,-0.008619562722742558,s002
1,-0.021260909736156464,s002
1,-0.012083734385669231,s002
1,-0.014849088154733181,s002
1,-0.008761417120695114,s002
1,-0.02067764848470688,s002
1,-0.012968860566616058,s002
1,-0.0059877363964915276,s002
1,-0.03591306135058403,s002
1,-0.004947217181324959,s002
1,-0.012652565725147724,s002
1,-0.0069236718118190765,s002
1,-0.02427765727043152,s002
1,-0.010101892985403538,s002
1,-0.016346251592040062,s002
1,-0.015619190409779549,s002
1,-0.036511749029159546,s002
1,-0.012302919290959835,s002
1,-0.01378615852445364,s002
1,-0.0059091392904520035,s002
1,-0.0060102324932813644,s002
1,-0.013942918740212917,s002
1,-0.012958226725459099,s002
1,-0.01087670773267746,s002
1,-0.0020168127957731485,s002
1,-0.016892172396183014,s002
1,-0.0187359806150198,s002
1,-0.0038823639042675495,s002
1,-0.008948256261646748,s002
1,-0.005131417419761419,s002
1,-0.019072141498327255,s002
1,-0.050775185227394104,s002
1,-0.00699783768504858,s002
1,-0.017196720466017723,s002
1,-0.007053178269416094,s002
1,-0.01787341758608818,s002
1,-0.008701536804437637,s002
1,-0.01883617788553238,s002
1,-0.010104154236614704,s002
1,-0.010084588080644608,s002
1,-0.006604155525565147,s002
1,-0.011851112358272076,s002
1,-0.0047402591444551945,s002
1,-0.01601293496787548,s002
1,-0.022360604256391525,s002
1,-0.006720724515616894,s002
1,-0.03068367950618267,s002
1,-0.0023204656317830086,s002
1,-0.0259549543261528,s002
1,-0.008325573988258839,s002
1,-0.004708150401711464,s002
1,-0.007571609690785408,s002
1,-0.052431002259254456,s002
1,-0.00902567058801651,s002
1,-0.009073072113096714,s002
1,-0.008458314463496208,s002
1,-0.03860793635249138,s002
1,-0.006177625618875027,s002
1,-0.0047774529084563255,s002
1,-0.004994438961148262,s002
1,-0.002916943281888962,s002
1,-0.03914177045226097,s002
1,-0.010843688622117043,s002
1,-0.012744078412652016,s002
1,-0.06284629553556442,s002
1,-0.002047100104391575,s002
1,-0.001740652834996581,s002
1,-0.015882907435297966,s002
1,-0.005893186666071415,s002
1,-0.009854773990809917,s002
1,-0.00857827439904213,s002
1,-0.001996268518269062,s002
1,-0.010582330636680126,s002
1,-0.0033347017597407103,s002
1,-0.04025770723819733,s002
1,-0.03832492604851723,s002
1,-0.0552629679441452,s002
1,-0.004381632898002863,s002
1,-0.018915709108114243,s002
1,-0.014640389010310173,s002
1,-0.00732593797147274,s002
1,-0.016621213406324387,s002
1,-0.008972479961812496,s002
1,-0.005627607926726341,s002
1,-0.018220139667391777,s002
1,-0.014376497827470303,s002
1,-0.03377398103475571,s002
1,-0.004575095139443874,s002
1,-0.0034423971083015203,s002
1,-0.011463616974651814,s002
1,-0.011140692979097366,s002
1,-0.010038089007139206,s002
1,-0.03810964524745941,s002
1,-0.005847148131579161,s002
1,-0.006710076704621315,s002
1,-0.017065171152353287,s002
1,-0.02052772231400013,s002
1,-0.00374652654863894,s002
1,-0.019221888855099678,s002
1,-0.0026193230878561735,s002
1,-0.010446750558912754,s002
1,-0.007689310237765312,s002
1,-0.006159083917737007,s002
1,-0.00558380177244544,s002
1,-0.00883084163069725,s002
1,-0.058207470923662186,s002
1,-0.012749379500746727,s002
1,-0.01903720572590828,s002
1,-0.005908195860683918,s002
1,-0.0356992669403553,s002
1,-0.0151144377887249,s002
1,-0.01445329561829567,s002
1,-0.006293060723692179,s002
1,-0.013576065190136433,s002
1,-0.00893745943903923,s002
1,-0.006494266912341118,s002
1,-0.014264295808970928,s002
1,-0.055236659944057465,s002
1,-0.00441591115668416,s002
1,-0.0322222001850605,s002
1,-0.006847471930086613,s002
1,-0.014215742237865925,s002
1,-0.005578061565756798,s002
1,-0.035050489008426666,s002
1,-0.0069045862182974815,s002
1,-0.010323060676455498,s002
1,-0.022171158343553543,s002
1,-0.005882641766220331,s002
1,-0.013036170043051243,s002
1,-0.013648053631186485,s002
1,-0.009366195648908615,s002
1,-0.007157022599130869,s002
1,-0.0077450936660170555,s002
1,-0.005032737273722887,s002
1,-0.007555199787020683,s002
1,-0.0075676762498915195,s002
1,-0.007595320697873831,s002
1,-0.0070795053616166115,s002
1,-0.0063964747823774815,s002
1,-0.021484773606061935,s002
1,-0.01791047677397728,s002
1,-0.01233520358800888,s002
1,-0.004320404026657343,s002
1,-0.012624061666429043,s002
1,-0.007792741060256958,s002
1,-0.03670048713684082,s002
1,-0.014251555316150188,s002
1,-0.01570168510079384,s002
1,-0.007283660117536783,s002
1,-0.007712296210229397,s002
1,-0.006041591055691242,s002
1,-0.006647443398833275,s002
1,-0.02331794984638691,s002
1,-0.025261415168642998,s002
1,-0.006694706156849861,s002
1,-0.009001316502690315,s002
1,-0.015274643898010254,s002
1,-0.0038302065804600716,s002
1,-0.024607563391327858,s002
1,-0.005581049248576164,s002
1,-0.006009379401803017,s002
1,-0.023106804117560387,s002
1,-0.009181121364235878,s002
1,-0.025336025282740593,s002
1,-0.005513973068445921,s002
1,-0.007512932177633047,s002
1,-0.004769694525748491,s002
1,-0.043881818652153015,s002
1,-0.016240902245044708,s002
1,-0.011098124086856842,s002
0,-0.004111759830266237,s002
0,-0.010267024859786034,s002
0,-0.020428335294127464,s002
0,-0.011549416929483414,s002
0,-0.013086817227303982,s002
0,-0.009199759922921658,s002
0,-0.055538032203912735,s002
0,-0.03242996335029602,s002
0,-0.06603462249040604,s002
0,-0.013372299261391163,s002
0,-0.014478315599262714,s002
0,-0.00683602737262845,s002
0,-0.018128247931599617,s002
0,-0.04989473894238472,s002
0,-0.01655159704387188,s002
0,-0.021915536373853683,s002
0,-0.014903775416314602,s002
0,-0.01151279080659151,s002
0,-0.009241590276360512,s002
0,-0.004494469612836838,s002
0,-0.04331009089946747,s002
0,-0.014533473178744316,s002
0,-0.017213143408298492,s002
0,-0.010959330946207047,s002
0,-0.028538541868329048,s002
0,-0.010411052964627743,s002
0,-0.002219753572717309,s002
0,-0.018043849617242813,s002
0,-0.008654925972223282,s002
0,-0.014636733569204807,s002
0,-0.007915666326880455,s002
0,-0.07164575159549713,s002
0,-0.010798333212733269,s002
0,-0.1549655795097351,s002
0,-0.007758192718029022,s002
0,-0.017273906618356705,s002
0,-0.020407550036907196,s002
0,-0.01724342629313469,s002
0,-0.007815840654075146,s002
0,-0.00741929467767477,s002
0,-0.010976152494549751,s002
0,-0.009422939270734787,s002
0,-0.009104031138122082,s002
0,-0.010246742516756058,s002
0,-0.007808462716639042,s002
0,-0.0171493086963892,s002
0,-0.0030328829307109118,s002
0,-0.015105916187167168,s002
0,-0.010404091328382492,s002
0,-0.04512171819806099,s002
0,-0.03737158700823784,s002
0,-0.020663686096668243,s002
0,-0.04073530063033104,s002
0,-0.010570279322564602,s002
0,-0.04315200075507164,s002
0,-0.004129480104893446,s002
0,-0.025708163157105446,s002
0,-0.035811398178339005,s002
0,-0.016266752034425735,s002
0,-0.03093745931982994,s002
0,-0.00797944888472557,s002
0,-0.007722824811935425,s002
0,-0.07119110226631165,s002
0,-0.007668337784707546,s002
0,-0.01838766224682331,s002
0,-0.01092499028891325,s002
0,-0.01207471638917923,s002
0,-0.018521640449762344,s002
0,-0.019801663234829903,s002
0,-0.020591972395777702,s002
0,-0.017819607630372047,s002
0,-0.01635826751589775,s002
0,-0.01259058341383934,s002
0,-0.012454748153686523,s002
0,-0.008208065293729305,s002
0,-0.024829141795635223,s002
0,-0.038452018052339554,s002
0,-0.020044639706611633,s002
0,-0.016572676599025726,s002
0,-0.041569676250219345,s002
0,-0.005426125135272741,s002
0,-0.15596802532672882,s002
0,-0.010286632925271988,s002
0,-0.00909970048815012,s002
0,-0.00802487414330244,s002
0,-0.008134645409882069,s002
0,-0.02410428784787655,s002
0,-0.010133632458746433,s002
0,-0.029247088357806206,s002
0,-0.009048417210578918,s002
0,-0.020821750164031982,s002
0,-0.014336864463984966,s002
0,-0.010700589045882225,s002
0,-0.011744634248316288,s002
0,-0.010790725238621235,s002
0,-0.06878852844238281,s002
0,-0.03118758089840412,s002
0,-0.025114482268691063,s002
0,-0.03909512981772423,s002
0,-0.06963848322629929,s002
0,-0.01016013603657484,s002
0,-0.05669323727488518,s002
0,-0.031242910772562027,s002
0,-0.038434188812971115,s002
0,-0.03627487272024155,s002
0,-0.017687123268842697,s002
0,-0.011200710199773312,s002
0,-0.0030460061971098185,s002
0,-0.0217365100979805,s002
0,-0.008414308540523052,s002
0,-0.012450444512069225,s002
0,-0.007619491778314114,s002
0,-0.003616803325712681,s002
0,-0.01337107177823782,s002
0,-0.011612831614911556,s002
0,-0.013520311564207077,s002
0,-0.013789840042591095,s002
0,-0.01276294607669115,s002
0,-0.020921118557453156,s002
0,-0.01828041672706604,s002
0,-0.015416552312672138,s002
0,-0.029896050691604614,s002
0,-0.017093079164624214,s002
0,-0.01599220000207424,s002
0,-0.03096677176654339,s002
0,-0.009960776194930077,s002
0,-0.004126492887735367,s002
0,-0.18364179134368896,s002
0,-0.028214501217007637,s002
0,-0.005908075254410505,s002
0,-0.010029585100710392,s002
0,-0.012952089309692383,s002
0,-0.004729871172457933,s002
0,-0.015574829652905464,s002
0,-0.010963954031467438,s002
0,-0.010981272906064987,s002
0,-0.010452178306877613,s002
0,-0.024729913100600243,s002
0,-0.010410042479634285,s002
0,-0.019088255241513252,s002
0,-0.042852289974689484,s002
0,-0.0804455503821373,s002
0,-0.03600287064909935,s002
0,-0.019696179777383804,s002
0,-0.022404450923204422,s002
0,-0.06377596408128738,s002
0,-0.010002371855080128,s002
0,-0.009173723869025707,s002
0,-0.024523258209228516,s002
0,-0.07034070044755936,s002
0,-0.020077204331755638,s002
0,-0.013515290804207325,s002
0,-0.009806258603930473,s002
0,-0.01691952534019947,s002
0,-0.02520146407186985,s002
0,-0.04412112012505531,s002
0,-0.011572551913559437,s002
0,-0.0086970878764987,s002
0,-0.013984935358166695,s002
0,-0.015093207359313965,s002
0,-0.00782837811857462,s002
0,-0.0050390614196658134,s002
0,-0.016530819237232208,s002
0,-0.022597061470150948,s002
0,-0.0077990079298615456,s002
0,-0.0032826114911586046,s002
0,-0.010912169702351093,s002
0,-0.008942034095525742,s002
0,-0.011736255139112473,s002
0,-0.012268571183085442,s002
0,-0.051069293171167374,s002
0,-0.008121931925415993,s002
0,-0.028605954721570015,s002
0,-0.020151052623987198,s002
0,-0.025565005838871002,s002
0,-0.009671838022768497,s002
0,-0.00790290255099535,s002
0,-0.0050279139541089535,s002
0,-0.061171311885118484,s002
0,-0.006649337243288755,s002
0,-0.00971069373190403,s002
0,-0.020836180076003075,s002
0,-0.014404967427253723,s002
